FSC-H,SSC-H,FITC-H,PI-H,PerCP-H,APC-H,FSC-A,SSC-A,FITC-A,PI-A,PerCP-A,APC-A,Width,Time
757826,2039877,15279,665993,2539983,3880,483969,1002630,27968,1338555,5113863,3779,79,176.800
465688,1622190,12650,677723,2646389,1534827,309735,852338,21819,1112048,4352372,724458,73,176.800
756966,1858939,13122,640251,2456717,3504,483121,972867,21926,1056834,4083157,385,82,176.800
577354,1211073,9746,677739,2575713,5130,326753,558733,16359,1035686,3961716,5131,71,176.800
1047460,1766295,14366,618800,2377505,110,569621,841718,25487,1027176,3960502,-208,75,176.800
715171,2070714,16319,1090042,4109017,63883,500489,1028738,29772,1568503,6014571,46932,81,176.800
920326,1819007,15694,1093800,4172150,5999,592248,991407,30823,1913567,7354827,13889,88,176.800
1496994,4919523,27718,1238701,4754608,6751,1235312,3276616,73653,2260664,8881702,10163,103,176.800
381842,1025751,11465,658981,2513594,4887,249063,523853,19032,1015002,3891493,13769,72,176.800
799720,1424381,11033,677340,2571425,4786,435951,725418,18599,1036198,3973539,6101,80,176.800
682499,1481022,11766,582374,2237282,3604,407412,668152,19372,1021555,3944955,5415,77,176.800
996068,1476621,11459,858248,3298526,17231,813980,1359046,54495,3131157,1.20698E+07,67239,168,176.800
657752,2183292,13026,841433,3212793,6756,442844,1229056,35393,1888887,7294143,28856,89,176.800
772513,2197057,19084,1090072,4233523,7321,495807,1336956,36714,1909738,7418201,14477,77,176.800
440024,826555,8512,526305,2042861,9711,257174,380656,16482,978437,3806123,37952,61,176.800
174383,337120,368,9156,44904,4556,96362,219041,622,24624,126085,15185,84,181.800
587163,1574674,10466,642974,2499489,4471,348304,845520,19370,1062359,4156059,8512,91,181.800
1839713,4571623,26387,1022770,3922521,5960,1037146,2347901,48821,2103729,8100289,8161,92,181.800
1337913,2220513,12810,679741,2588613,6468,1017111,1824938,39762,2012933,7774956,22707,106,181.800
563995,2201349,5098,43295,213017,2578,330272,1125081,9293,86228,435652,2781,78,181.800
1434524,2108101,14026,689045,2639742,4985,704945,1012018,23854,1033492,4003743,10337,78,181.800
1816389,2238062,15167,656106,2540222,4890,1107232,1144802,27990,1111834,4318573,9210,80,181.800
1565276,3293090,18516,696191,2671840,1312,1119019,1753705,33940,1116631,4335126,-19187,88,181.800
684638,2624427,16689,859111,3355275,270363,487852,1796198,38714,1879427,7321945,326209,96,181.800
941514,1764631,13355,608711,2336865,3134,464692,796736,23596,1021719,3956111,-5113,72,181.800
1116358,2645434,16074,760750,2943285,4275,750327,1701780,38091,1930955,7514711,6676,95,186.800
644373,2235253,18855,1048337,3988483,5043,501443,1373881,38149,2118526,8094134,3021,89,186.800
804824,1614351,11821,670963,2559641,2411,409186,776607,18324,1067783,4090664,-432,73,186.800
1395657,2807915,20249,1277984,4924176,11490,998197,2022709,45860,2168395,8476801,27770,106,186.800
650315,1618214,11079,642049,2439003,6797,410168,760444,19626,1032631,3951987,22890,74,186.800
1198436,2095540,16101,723381,2789775,4984,653818,1032966,27398,1151421,4487854,3818,79,186.800
888541,2605845,18495,1302400,5017059,8763,549482,1421782,31572,1961344,7628810,9688,85,186.800
1788527,2949727,24754,1126329,4338474,8626,1128009,1896083,53253,2058405,8019692,22357,93,186.800
1158034,2648460,15160,649989,2483065,6447,673414,1403707,29356,1146958,4414105,11397,78,186.800
592733,1878092,18339,1265668,4846930,8839,448667,1071386,33850,2033618,7839025,20264,85,186.800
982697,1802631,12821,557510,2138314,4788,507948,923094,23722,1070121,4120523,10685,81,191.800
1616113,1513668,13020,765986,2951524,8323,751984,680189,19824,1041953,4020461,20669,78,191.800
324978,1310873,9665,650479,2505308,6697,213804,629846,16617,963993,3765578,22464,70,191.800
830546,3558166,18805,1216460,4758836,5022,810260,2501500,57869,3072565,1.203719E+07,-2842,105,191.800
970813,2122605,17657,1078990,4091431,6026,673821,1271143,34256,1639870,6286432,-3403,90,191.800
663042,1350464,12017,750476,2852895,7363,381524,794701,19519,1057797,4081287,16008,77,191.800
1015782,2617186,16442,908517,3517897,6636,1138432,2126380,56512,2937674,1.140492E+07,10321,155,191.800
626726,2003496,19596,829992,3192747,3349,410406,965823,39057,1837953,7081694,-2124,74,191.800
1278564,2910357,22894,1121302,4265572,3636,879450,1734878,45996,2108959,8067950,-4894,87,191.800
592107,1748901,5173,35446,166949,3368,285981,782392,8392,63506,300870,11391,68,191.800
760219,1813437,11880,683498,2650767,5808,398270,832619,20443,1029882,4022095,11835,73,191.800
772596,1693458,12537,724433,2749742,29488,439449,845364,21198,1099921,4220265,32691,74,191.800
1520273,3961527,21027,1000308,3878892,7521,1130536,2614043,49365,2115638,8232809,20335,96,191.800
645800,1483964,13128,704426,2702406,6767,442152,765702,20735,983607,3819108,20637,79,191.800
699279,2466439,18488,1135415,4396507,7468,528377,1578162,38534,2037997,7942501,11426,84,191.800
639051,1551864,11991,669589,2617373,2493,348655,681041,19475,979469,3821093,-6080,70,191.800
875169,1935460,12200,734260,2840697,6311,516810,931796,19854,993982,3881261,14424,84,191.800
524659,1898058,2209,47860,222801,1038,240732,885357,3595,94710,442845,-6551,71,196.800
932291,2055047,17178,638953,2454057,6306,593813,1008814,29627,1092851,4191582,10659,81,196.800
1039260,2219117,14283,658347,2542081,2828,726603,1136880,24623,1053499,4102367,-8713,85,196.800
321136,374437,995,8183,42750,2291,106439,115257,888,10438,56386,4777,47,196.800
571294,1782355,11022,608623,2300306,2052,323306,928076,19502,1092632,4157306,-1378,83,196.800
774608,1753294,13152,668395,2558072,4743,445287,817368,18774,1016846,3910475,2862,76,196.800
787315,1685270,11815,540507,2098665,18583,457146,808531,21452,1017219,3962401,6163,70,196.800
259462,1383025,2810,24280,122135,2359,135080,647415,4929,44878,223229,-11204,61,196.800
765680,2756268,17934,917468,3488765,6385,569607,1605268,40069,2050866,7851353,14621,85,196.800
900633,1819004,16354,966516,3657547,6145,608258,945397,32357,1781801,6809094,19380,76,196.800
552520,1914553,10065,683948,2620576,6319,269983,939284,21438,1481139,5709547,19617,77,196.800
786189,1754090,11525,679666,2623373,5646,442240,893962,19628,1120989,4364617,20137,77,196.800
921821,2488049,20611,1361599,5121601,11605,894948,2133581,49918,3007367,1.149334E+07,38882,117,196.800
648290,1767720,11953,616842,2382182,20715,399809,930185,21782,1063357,4150192,39789,74,196.800
895129,2860736,17213,829264,3146057,7275,674434,1800716,34396,1669982,6395324,9437,93,201.800
705621,1876135,13967,909282,3477699,4051,459496,992778,28490,1568313,6034151,-2846,82,201.800
438829,1321394,9459,579963,2256726,2359,270588,617433,17081,981691,3833763,-805,69,201.800
641466,1948698,13143,718410,2763474,4191,449278,1038652,24406,1234195,4793361,5246,80,201.800
1186768,1935886,14699,693823,2661442,7329,663257,1010074,23772,1061119,4107781,21012,81,201.800
704702,1590394,11243,702132,2714089,2545,360968,794078,18291,1000552,3887975,-65,80,201.800
638594,2799269,12805,608023,2346100,1714,517217,1999094,36477,1812057,7055664,-12613,103,201.800
1078271,2825172,25887,1578815,5968137,8238,836781,2107020,61516,3400634,1.289773E+07,1203,103,206.800
721743,2427751,17846,1008781,3840173,5715,489118,1334109,37248,2051201,7839751,4695,86,206.800
804393,1588057,15053,954366,3717003,8722,496673,917160,24422,1511948,5937114,30503,80,206.800
851317,1609045,11082,742806,2857705,-142,404203,697261,17812,1048948,4092594,83,73,206.800
182036,309537,35,5983,28495,2047,84377,165449,33,12662,69339,2347,77,206.800
1454638,3817940,15435,656344,2525365,4138,1117053,2063852,31571,1109027,4306354,-1048,83,206.800
184359,58435,189,1033,3610,-164,46566,6368,88,1023,3132,242,31,211.800
503955,1527980,12361,684899,2610508,8122,257666,788433,18370,994838,3829257,24926,76,211.800
327757,270558,679,2993,16754,2047,103502,82292,882,3908,19718,317,50,211.800
958150,2008818,14057,985475,3745170,7037,592890,1090754,24894,1479556,5665354,3537,86,211.800
771684,2225638,14534,770098,2953756,8493,483516,1169048,28564,1399250,5411635,30529,83,211.800
626485,2095561,12330,650909,2475275,7632,385113,1092108,22469,1089767,4194691,22683,79,211.800
818478,1840167,10637,630506,2461564,1855,448520,1080945,20902,1140735,4458722,-7626,82,211.800
741544,3118319,24893,1501088,5749000,11590,769048,2395165,66587,3648333,1.402986E+07,25486,105,211.800
845467,2246209,15771,936537,3664482,5973,606292,1303980,33502,1903787,7452120,4453,85,211.800
607767,1872381,13230,706215,2740468,363,375425,954097,20277,1047118,4096362,393,75,211.800
859609,1133908,10118,665134,2555676,126076,481517,548328,17305,990795,3836398,28902,70,211.800
630704,1400039,12632,561488,2185716,2498,387310,676200,22569,1013666,3960972,971,77,211.800
2308021,3749257,18155,730150,2858993,3791,1140851,1929110,34293,1082126,4311072,-5902,90,211.800
752413,1662871,8341,594048,2312497,2518,399502,872754,15054,992800,3899085,-4159,80,211.800
1038204,2022403,11341,746626,2809202,6069,628850,1030027,21542,1156123,4447554,16717,91,216.800
1000693,2212779,17515,983300,3752766,4604,755471,1497390,39354,2039337,7832110,-1623,95,216.800
570625,1559331,12053,754034,2939223,6649,406183,955023,20943,1071224,4209603,5189,78,216.800
420789,1473627,9556,569606,2197034,4492,345086,951913,19353,1007690,3934005,6305,91,216.800
188396,212601,483,3758,17908,2498,78395,86460,474,4842,24549,-175,58,216.800
659839,2027779,14467,742524,2858361,2591,422555,1086086,27903,1356010,5245127,-843,85,216.800
1227578,1786749,17033,915672,3525966,8925,621981,961011,33439,1712750,6613120,34931,81,216.800
924130,2359526,20559,1126363,4287119,7561,620606,1442940,41163,1951211,7479411,12995,86,216.800
1489229,3652830,18868,1147263,4436759,9311,873938,1914411,35794,2108453,8216428,28536,84,216.800
514426,1501989,10154,651425,2476271,8243,325703,750390,18119,1016901,3894006,28597,69,216.800
665182,1870029,17852,1198163,4579821,6251,496333,1121019,33032,1949193,7494550,8259,80,216.800
609937,1702797,10643,638241,2467459,2481,351158,850883,19858,1051819,4059610,-5127,77,221.800
907721,3228820,6924,56224,273759,2223,489679,1654236,10559,106049,537920,-2970,80,221.800
1903648,6253607,19719,875144,3426974,4452,2074762,5400846,55701,1907360,7564558,-10013,116,221.800
1486898,1961590,15456,798626,3059072,4101,907677,1053748,28597,1250787,4828268,7562,74,221.800
477246,1608302,10809,703018,2655940,278,310273,786465,18013,1033403,3930776,457,73,221.800
1018891,2335110,16295,988099,3849013,6951,673465,1346813,33393,2017093,7840284,9878,84,221.800
951740,1972623,18013,1291771,4919021,8608,863131,1952203,52480,2939797,1.134783E+07,41094,168,221.800
273005,338359,1215,18044,80851,3875,124884,145476,2398,31489,145854,12780,55,221.800
1831328,6398398,31958,1546313,5954880,15251,1735752,4984516,80298,3454962,1.352047E+07,35013,107,221.800
3267244,9221913,53667,2712334,1.025232E+07,22607,3725856,9646652,189016,7210855,2.802685E+07,64000,135,221.800
321557,413548,12325,839184,3211507,6358,132929,167689,25827,1890902,7231124,17036,50,221.800
974733,2433720,18681,1122455,4333985,5712,648830,1387118,35239,1995688,7760179,7628,87,226.800
934302,2297346,16085,836209,3230733,3687,547806,1293439,30613,1544129,5967409,-13869,88,226.800
639732,1850675,10970,604777,2333823,278,415248,998368,21730,1062217,4121181,-856,78,226.800
570826,1440342,10766,697450,2677907,5234,313746,739542,17433,1033921,3982451,6225,74,226.800
895860,1921830,16864,1061286,4067147,9879,546574,1006800,32411,1822399,6968725,22449,79,226.800
512083,1025993,10931,747839,2888094,2350,256419,543275,16714,1003242,3895830,-1697,71,226.800
1096975,2440811,21684,1009070,3900405,5214,741396,1513755,44752,2119850,8196135,-134,93,226.800
1028460,2109828,20432,1236489,4752600,8681,580736,1151986,35385,1949283,7535456,12657,79,226.800
488170,1114157,12171,575480,2245644,1005,291537,561315,20890,1039939,4067261,1324,76,226.800
784738,1694167,12897,743690,2857531,2106,432419,850596,20195,1005086,3907646,-6275,82,231.800
702536,1648785,11977,675010,2590914,4190,442085,878006,22260,1128167,4357992,2731,83,231.800
821129,2018579,13238,685321,2640530,4362,420339,1003639,22242,1060401,4142639,942,83,231.800
841342,1569875,10454,631522,2426179,3334,461827,732878,17892,1002882,3882351,-2991,76,231.800
899131,1850406,16621,1034480,3941423,6752,503924,946497,28349,1688993,6456386,14297,79,231.800
570269,1734370,11254,588774,2269909,7068,377704,971398,20877,1052576,4100657,24185,83,231.800
936810,2159407,11750,693005,2695040,4104,562255,1104194,21490,1135384,4450878,963,82,231.800
733280,1330343,11791,651942,2501843,2763,401870,696162,19581,1033276,3989782,-4462,73,231.800
368380,498826,991,9179,44251,1517,147012,178681,1050,13698,69695,-977,66,231.800
1197050,2869500,17613,945755,3627635,4941,913115,2013021,45247,2136070,8257039,-2391,100,231.800
473381,1486951,10092,709526,2715932,4230,278573,701635,17496,1014306,3926450,1372,75,236.800
718715,1118434,13281,726975,2793626,3259,442797,477659,19058,1036438,4026545,-1722,74,236.800
1202937,1450312,8967,677575,2604305,10139,604378,707699,14761,999145,3866030,33692,74,236.800
714438,1757035,14585,880605,3358909,3244,458955,896387,24834,1371131,5251186,1413,81,236.800
856946,2771515,18731,1107819,4190361,4736,580909,2000183,40065,2057039,7865078,-5619,100,236.800
526308,1463149,11863,712992,2717614,132841,320088,742947,18213,1048197,4034947,83962,71,236.800
1425619,4513697,22517,1056432,4038529,6045,1053240,2969876,54063,2287498,8885401,521,102,236.800
1325747,1804059,17725,1079397,4163805,7565,707777,1033832,33517,1857805,7202658,8353,82,236.800
977043,1634942,18505,1103798,4221721,7569,649534,958507,35075,1885060,7283024,22384,85,236.800
353307,1149348,8351,600295,2284259,3276,210969,529062,15553,993121,3813381,4374,76,241.800
1372092,2126693,24051,1689237,6443409,13688,797167,1880571,86764,6485499,2.495272E+07,65320,125,241.800
957033,2013164,11912,654038,2522745,6000,560801,1248620,24636,1085195,4268619,17561,83,241.800
893302,2415587,20900,1129319,4300553,4625,592479,1442887,41060,2041603,7832576,-2388,88,241.800
806312,2110932,13929,643100,2459914,1586,480199,1022369,22261,1071558,4118277,-9279,78,241.800
603930,1062240,4210,32504,144271,1586,228614,367724,4838,43665,193457,872,58,241.800
380514,872494,1418,13294,68035,2600,159361,325622,1831,17911,92743,7322,67,241.800
838524,2638395,19829,1188160,4577770,9540,557743,1664158,39254,1991016,7730369,31522,92,241.800
884462,1705188,12446,677862,2627867,2400,466507,858407,21123,1031965,4001771,-5563,81,241.800
745823,2123231,12737,630822,2434519,3864,440005,1146448,21999,1074941,4215229,1226,78,241.800
1179602,3139281,16166,981397,3749642,1302123,940468,2186028,53559,2926246,1.132529E+07,522490,106,241.800
780771,2054539,16927,1132032,4303086,8757,444136,1270548,29698,1865846,7162654,22660,88,241.800
612710,1083422,10132,647903,2467462,828903,272109,472481,18011,1021992,3907851,267366,72,241.800
574896,1522224,10391,667903,2546575,3305,336065,836289,16425,1032511,3949552,1915,73,241.800
1087425,3097289,23235,1193268,4552011,10950,814104,2038491,64767,3520359,1.350574E+07,32332,90,241.800
585919,1723332,11014,565100,2173850,4608,390772,858434,19898,1035773,4013912,12717,75,246.800
747589,2104300,16053,1011138,3917179,7554,592307,1257358,29316,1616442,6296933,15161,88,246.800
783392,2585911,17685,1108328,4286871,5500,593992,1638007,38637,2051499,7968509,5518,90,246.800
880646,1890377,13632,696463,2675954,4777,525042,938679,21404,1011091,3898442,2914,80,246.800
311085,354078,2613,7179,32841,3282,98762,102894,2283,7706,32861,11045,46,246.800
877395,4008640,20011,1160314,4441751,5591,675038,2656827,48106,2118631,8236960,11048,106,246.800
812387,1997433,13713,868588,3323780,5874,539849,1355411,35101,2023757,7763852,5807,94,246.800
545813,1939080,2422,25821,128116,6962,244005,994622,4847,56550,301603,30616,74,246.800
746321,1499280,10200,659241,2561762,2003,366240,696510,15993,1024167,3976460,-3224,75,246.800
621655,1683098,12304,702052,2677053,4805,352814,820110,20491,993365,3830412,6357,82,246.800
959880,2516349,17441,1000699,3859840,7565,600502,1487167,33402,1764724,6819639,12762,87,251.800
593191,1468625,11640,682348,2618820,5220,415813,784325,19670,1115369,4333600,16386,78,251.800
1912515,2608233,22613,1257270,4851930,10261,1100843,1360415,39417,1945369,7556811,17453,86,251.800
965535,2043313,14865,895903,3475935,4408,589540,1064396,29498,1602203,6222957,-243,74,251.800
770432,1585767,12618,695043,2718388,4334,467516,742024,19228,1000247,3918370,8419,78,251.800
1246440,3814207,22930,1231566,4693673,9020,1189527,3427290,66904,3236612,1.250131E+07,14097,134,251.800
988289,1933043,16011,972676,3748764,7491,639349,1166794,31147,1692543,6566871,14407,86,251.800
713418,1618921,12453,801583,3056291,7295,408320,905894,21228,1222387,4704334,11508,81,251.800
622905,2490709,13883,766037,2969255,7824,489006,1549532,34075,1823174,7114040,13194,92,251.800
457414,1102117,9249,657858,2546489,1266,296346,571335,13960,981779,3822896,-15914,73,251.800
1381316,3032692,22696,1249780,4811715,6684,884993,1510596,38329,1994651,7730925,6137,80,251.800
636994,1514839,13524,804557,3064228,8360,449978,818101,22151,1269594,4855104,21025,74,251.800
952013,2272689,18207,985170,3775673,5851,544632,1285791,38232,2013846,7783245,2259,80,251.800
856533,1573540,11825,659355,2493438,2321075,432890,758185,20603,979017,3743199,3418283,73,256.800
778233,1540725,12249,736923,2843176,5741,455937,810314,22693,1178757,4560255,6496,84,256.800
671394,1344655,3061,36607,170590,4617,377887,793681,7410,88499,427017,11449,85,256.800
172779,449968,592,7787,35817,1440,64092,149759,573,10428,51763,-4135,48,256.800
1998151,2573312,12261,574700,2206124,4276,1053662,1528597,26648,1045808,4081425,5288,88,256.800
1223031,2216358,16331,1057551,4021952,6797,687655,1194094,33497,1868035,7145997,6961,82,256.800
869547,3362688,16412,851267,3280428,4998,679387,2071745,36051,1732823,6746070,9489,85,256.800
696810,2097451,14998,694164,2682026,8825,467309,1120677,29865,1239941,4821842,22073,77,256.800
1028181,2631591,18837,996267,3878022,8367,649885,1472511,35772,1972698,7670938,21828,84,256.800
