FSC-H,SSC-H,FITC-H,PE-H,FSC-A,SSC-A,FITC-A,PE-A,Width,Time 
977805,2023857,14155,573216,627681,1053220,26328,1116182,81,118146.797
466755,1461873,16518,955339,359617,983356,40488,2099485,88,118151.797
948115,1099639,3966,20338,396121,493009,7537,37306,71,118151.797
610569,1575433,13538,753236,538106,1077707,38205,2025484,103,118151.797
905236,1545362,9684,354389,506153,796850,21349,879771,83,118151.797
1021631,2385524,19354,866831,535155,1227225,41386,1967335,81,118151.797
594420,1973531,15357,680165,490701,1282829,41904,2014739,107,118161.797
137019,162428,486,22546,39724,46078,808,23066,42,118161.797
938596,1882592,14455,728845,570548,1164854,40919,2030332,99,118161.797
1369381,2841387,19866,988934,647597,1328432,44566,2041421,93,118171.797
296081,324648,1647,6819,94473,96007,1716,7263,51,118176.797
457952,1413110,12901,685770,358099,995539,32811,1548010,88,118176.797
324956,1080644,9778,513182,207629,571558,20016,1051796,75,118191.797
576717,1629394,11553,573557,411425,1109313,25839,1065930,85,118196.797
879289,2169258,16983,828566,493294,1193143,40875,2107566,88,118201.797
860406,2080999,13125,519593,476759,1000003,25521,1072610,78,118201.797
533478,1842989,13568,624768,353286,1035781,32111,1581636,89,118216.797
672327,1618874,13897,736670,408890,1044819,37777,1984190,99,118221.797
767816,1619365,16441,940344,473471,1077948,38779,2039592,105,118221.797
3396843,9037903,48635,1353645,3026591,6648478,142967,4034730,110,118221.797
840688,1254175,11824,568100,570015,842552,27358,1046785,84,118226.797
104039,76317,516,14605,28766,21593,589,14480,36,118226.797
705621,1302273,10430,487197,469283,925815,25242,1045754,90,118231.797
461276,1411520,9507,480568,395010,927677,25529,1089599,90,118236.797
1064501,1794937,17349,899724,808251,1147766,42385,2067935,90,118246.797
582424,1832814,16149,781349,372980,1066451,38491,1982657,92,118256.797
978601,2848369,18540,990525,737029,1771817,43929,1895265,90,118256.797
1040832,2036502,16116,786180,431991,1020971,41540,2087831,98,118261.797
1200432,2279504,16284,849090,772083,1477941,44275,2080313,101,118261.797
633873,1308900,11056,482590,309725,624643,21353,1012382,71,118261.797
328210,1139497,12164,733198,237976,701793,33437,1989075,102,118276.797
805923,1331504,10107,310764,430343,705854,25417,1085457,98,118281.797
123022,100149,677,22914,39862,30960,738,24175,44,118291.797
522360,1619874,11286,529809,324695,840333,22785,1082859,87,118291.797
1282509,1890929,17780,901138,654044,1173612,38719,1921404,89,118296.797
702806,1721711,11267,491169,482320,931869,25176,1046749,86,118306.797
450002,1258092,10127,487010,291276,706596,22805,1006823,78,118306.797
166723,153014,535,27323,54820,48902,403,31755,47,118306.797
481561,1584790,15550,789235,404254,1158308,41995,2067635,99,118311.797
1650409,2869983,21009,1075887,768806,1196142,44496,2003056,75,118311.797
753783,2000218,14420,641135,543071,1214958,42263,1985625,101,118311.797
335639,940496,11948,609043,266078,764634,34819,1968640,100,118311.797
1403356,3261896,23495,1305505,1351415,3081161,103897,4999073,175,118311.797
832988,1925204,16663,802201,483653,1127302,44461,2024388,83,118311.797
773377,2427324,17402,983165,435632,1197296,39145,2015850,69,118311.797
713796,1374663,16228,846997,436825,834251,38619,1992019,85,118311.797
571140,1577324,10906,466336,434105,1017694,26352,1082201,92,118316.797
557564,1250485,11376,565034,419058,856661,35750,2050766,122,118326.797
806199,2250215,16967,904573,417522,1335696,42381,2072957,90,118331.797
1018512,2314378,20523,868216,767841,1485035,52367,2237142,130,118331.797
828032,1751524,17268,937211,405217,868525,37456,1963665,87,118341.797
893265,2531162,17056,931117,440685,1261902,38441,1996065,90,118346.797
433212,1130785,11956,637172,386253,918826,38456,2061491,115,118351.797
1081697,2100359,17959,830986,743766,1391665,46654,2087877,95,118356.797
456272,2472820,16056,741714,331441,1336634,41510,1951157,96,118361.797
910457,2018198,17859,1009411,711177,1768209,55367,2660296,111,118361.797
443020,1313402,14682,730221,332706,868297,38973,2124746,89,118361.797
725559,1538721,14313,709286,489402,1000012,39777,2009106,88,118361.797
657423,1556529,12786,605385,385261,857760,24229,1070297,82,118366.797
601583,1893787,12892,607639,385997,1119121,28048,1078350,86,118371.797
124984,101509,283,15495,36491,29272,182,19050,42,118376.797
639348,1723393,15570,694537,399406,1049398,42284,2019806,107,118376.797
729784,1335338,12677,726130,539860,985718,36042,2140223,110,118376.797
1034519,2610579,17479,949576,1166445,2284591,80592,4271809,179,118376.797
2090815,4967324,28749,864916,1248809,3132488,66987,1852054,103,118376.797
557992,1468831,10581,425709,351530,795812,23811,1071449,78,118376.797
650317,1728013,12630,465849,325539,833683,25620,1058930,82,118391.797
1026626,1805757,15630,882604,530826,945232,38564,2067638,97,118391.797
134734,169134,836,28044,41318,53573,1077,33130,43,118396.797
699488,1587314,18067,1002240,505969,1216385,46647,2102086,95,118406.797
794486,2281930,19432,961190,644017,1600386,46427,2056008,103,118421.797
622134,1074322,9466,456818,532393,825308,34902,1874302,142,118421.797
1138103,2694539,26873,1500688,808751,2024455,70450,3964298,120,118421.797
1498306,2280280,16366,634467,731852,1246107,43342,2090579,93,118426.797
104194,200429,1602,3135,32261,60542,1744,3232,42,118436.797
500678,1278597,11071,525587,271630,594972,19559,1010233,81,118441.797
700760,1824379,17161,1118621,483897,1151415,39985,2046574,86,118441.797
744649,2050760,17811,1044581,603146,1495936,69176,3990942,147,118446.797
853021,2041422,16587,783642,630854,1227497,40305,2072363,86,118446.797
557445,1701086,16670,767872,499353,1214651,44962,2083564,96,118446.797
908075,1985235,13562,544536,409444,947546,24839,987892,80,118451.797
613439,1674481,16884,965463,414901,1144131,36511,2031255,88,118456.797
1410712,3763386,22668,777403,941174,2260600,59297,2183642,126,118456.797
1325820,4409770,24380,849878,993936,2610191,55742,1985758,93,118461.797
774912,2189126,14758,761049,548008,1364407,43085,2086054,102,118461.797
1261858,2124662,19752,1053067,766432,1357034,48007,2174697,85,118461.797
280197,555246,6500,241048,225452,366338,19361,894949,102,118461.797
124636,72676,1430,74029,27577,15280,1867,121135,25,118461.797
114813,33770,1365,94677,25255,6282,2230,140774,25,118461.797
895993,2210656,14209,499671,542240,1137457,29218,1053728,80,118471.797
1249079,2792617,25505,1260663,1066507,2152797,82506,4007328,107,118476.797
539494,1310395,12199,601011,486963,1011927,40800,2041129,133,118481.797
1029618,2605759,19113,934920,686556,1492431,45900,2047591,88,118486.797
516587,1513857,12490,588225,334347,902004,37188,1936274,135,118486.797
622456,1504825,11994,543685,308033,746311,22932,1030014,78,118486.797
105679,88329,59,162,29264,23851,-15,232,38,118491.797
114139,97914,699,1630,32932,28912,588,1500,40,118501.797
793527,1741150,14885,883175,514504,1100511,37907,1987616,85,118501.797
829205,2278888,14010,572790,570180,1205299,29108,1063469,82,118506.797
262898,515805,6300,306648,235133,458186,19415,1041941,105,118511.797
146101,265676,885,4395,52335,86293,734,4888,49,118516.797
1013371,1851286,16556,744360,778571,1309854,45405,2170622,97,118521.797
1084266,1469493,15276,901630,680201,1051445,40848,2077621,92,118521.797
249775,275233,770,6428,101562,107971,989,11698,50,118521.797
139804,117192,411,2250,39068,28329,352,2787,33,118521.797
1197715,3377888,21394,943217,682458,1705751,49326,2034622,88,118521.797
862951,2105172,17200,914839,442965,1052531,40784,2091100,89,118526.797
986261,2827246,22210,1042198,570209,1530652,46112,1972821,85,118526.797
892131,1711819,17662,1023961,586820,1037123,37481,2001191,88,118531.797
913785,2258071,17963,929157,468237,1157644,41112,2030768,81,118531.797
374683,1236642,15457,937530,337455,800061,36940,2112769,101,118536.797
672571,1923625,16765,950065,462058,1144291,36310,1966360,84,118536.797
898694,1999641,17815,980025,538943,1239033,39057,2087976,83,118541.797
680406,2046382,14722,700990,385682,1135870,39854,2047865,92,118541.797
115631,111024,694,26292,38927,35593,1018,29797,45,118556.797
122425,64910,404,919,35642,18629,404,668,41,118556.797
167361,254145,461,3417,63539,86250,493,4525,53,118556.797
984501,2207661,18276,810480,417340,1062170,42142,1971828,83,118561.797
738578,1874269,14220,575829,429906,1023106,27214,1061428,79,118561.797
835093,2526027,21551,821045,503431,1272471,45344,2085867,85,118561.797
1179443,1874181,12802,590181,714480,941723,24937,1067697,83,118566.797
838903,2767837,17082,593491,559595,1383176,32294,1072064,81,118566.797
970044,1613195,12087,608226,524902,847044,23710,1041691,80,118571.797
848536,2631113,21697,1056801,473633,1446713,40871,1943756,84,118576.797
745797,1525520,15151,749305,427558,839804,36536,2020620,86,118576.797
2171718,6792808,35162,1163042,1625959,4134350,77855,2104351,90,118576.797
147334,74277,150,1238,47631,23439,1,873,46,118581.797
834025,1857625,12929,542003,472189,954401,25864,1062813,81,118586.797
918504,2025157,11618,507137,571462,1263266,29161,1046459,94,118586.797
905029,2253078,19639,1078147,560601,1249744,41255,2062190,88,118591.797
1043997,2467134,15790,626656,617291,1275548,43865,2031093,112,118591.797
736686,1740178,13122,586643,481677,1076011,28435,1066863,88,118601.797
1046455,2622809,19289,908574,613388,1462746,45061,2127016,88,118601.797
506180,813796,274,3194,149392,230349,129,4338,51,118606.797
465130,868325,14774,783215,312000,551411,34727,1904159,91,118616.797
1100579,2499038,16051,800926,729074,1423147,45576,2134465,108,118616.797
1161773,2708620,17179,886620,633249,1381600,42562,1974143,98,118621.797
950067,2673221,16313,798632,529313,1371378,42185,2055841,88,118621.797
100745,64961,174,10937,27687,17877,34,10502,38,118626.797
665087,1591911,11435,625350,433738,990725,24255,1050262,84,118626.797
1223977,2431375,18043,795250,819499,1483410,45135,2151868,98,118631.797
451973,1032314,11225,512899,223936,501357,22516,1080963,73,118651.797
820070,3140729,23572,1000487,572189,1745936,54450,2074089,90,118651.797
1611308,3192554,21402,852840,1110571,2088727,56729,2259001,130,118661.797
270969,1572456,14446,784617,202197,959091,38813,2082962,85,118661.797
131125,80695,284,14825,36665,22105,124,15417,40,118666.797
1311133,2354950,18309,938993,586673,1157272,40336,1896047,83,118666.797
728518,1720956,19407,978770,369635,929536,38995,1982422,85,118666.797
1065194,3104097,22509,1024818,702193,1909386,48270,2054428,88,118666.797
986915,1826767,18191,910894,445825,1017419,40422,2125321,77,118666.797
753325,2443997,18353,851600,435700,1331286,41445,1962943,75,118666.797
820024,2189158,15951,835674,481611,1210046,41915,2079975,93,118666.797
790379,2107859,17689,974513,535127,1376339,43793,2156089,95,118671.797
853932,1258649,11958,564159,436739,574006,22345,1016897,79,118671.797
233707,354093,2582,6708,113134,164578,4223,12047,62,118671.797
1266898,2382656,17896,959403,630684,1114557,39227,1959342,82,118676.797
1208993,1908381,13969,862938,791797,1294177,41941,2052871,97,118681.797
876710,1200718,10497,459839,437349,734879,24736,1090882,98,118681.797
850723,2069060,13181,561229,459152,958164,25766,1093286,78,118691.797
1018033,1515373,11996,477377,510165,742915,23805,1040369,85,118696.797
769151,1854025,13842,717470,631971,1561843,44419,2070124,107,118701.797
849458,2336645,23927,1090050,718763,1593794,73438,3861622,111,118701.797
633978,1493094,11375,432007,397782,816841,25017,1053935,82,118701.797
950605,1454080,11723,518579,592872,813589,24245,1099347,81,118706.797
1387435,2682893,19046,955862,736287,1456665,46857,2071439,91,118711.797
538506,1178782,14929,843973,455932,989543,38661,2111380,96,118711.797
675975,2102428,18635,771329,421644,1133187,43667,2069604,87,118716.797
1515941,2755282,17156,980168,691706,1360984,40672,2031570,88,118721.797
1446430,2908859,19368,949917,676269,1474352,44363,1965003,89,118721.797
468950,1648122,14769,729901,337896,1030644,40027,2033724,93,118726.797
853825,2407541,16478,782883,524464,1399844,46455,2143265,96,118726.797
1811714,2866344,29665,1557429,1071774,2115510,76628,3733731,100,118726.797
116661,147428,909,30760,36993,43822,1096,33222,42,118726.797
381006,969528,9566,540264,349397,853516,35896,1990461,135,118731.797
560765,1467252,14099,741748,339582,901680,37004,1977415,87,118731.797
1377432,2415603,17699,923522,601721,1147464,39053,2056053,100,118731.797
160482,226375,811,3939,58152,75870,881,5975,51,118731.797
981585,1727563,17057,1027143,527683,885564,37027,1997525,83,118736.797
613505,1972890,16700,856464,362453,1146377,42126,2100105,96,118741.797
1051210,1802360,13349,579295,476532,792203,21962,1066582,74,118741.797
789742,2000517,16909,962639,435613,1040407,37127,2015899,88,118746.797
354179,1542916,7124,44252,186631,698320,11295,73793,65,118746.797
874637,2029451,15664,527657,485706,1082598,30684,1047086,82,118761.797
1470419,2698341,18609,884958,775766,1610170,47717,2034872,92,118766.797
613783,1726364,12701,536204,385004,860980,26792,1099378,86,118766.797
103532,64579,825,18479,27035,13485,968,25938,33,118766.797
1362506,2756951,19782,635033,570155,1179719,33634,1134366,77,118781.797
1400126,2183057,19683,956822,793274,1344801,43722,2090909,87,118796.797
1100494,2394070,18586,888683,772650,1580569,46715,2083255,92,118801.797
118615,79107,644,14623,34084,23782,776,15846,40,118806.797
851639,2185107,14563,726438,456893,995176,37286,1876680,111,118806.797
651364,1209951,12921,791696,380991,815605,36840,2119117,95,118811.797
1029308,2445955,17282,884179,676859,1423533,40549,2077194,86,118816.797
1820114,4322157,30738,1129815,1889477,3990168,129146,4765154,159,118816.797
594581,1968110,19208,881634,455993,1115075,43677,2094869,89,118826.797
911593,1737516,12888,518153,495785,844953,23346,1062093,79,118831.797
655929,1376529,11772,495387,459931,882523,26770,1102925,90,118836.797
781748,2067393,8983,37569,379997,890806,13223,59051,73,118836.797
544005,1817184,14552,785321,437127,1174955,38642,2034814,91,118841.797
595215,1220038,14723,810676,443171,797424,35567,1973382,94,118846.797
1049383,2400965,18884,872277,438801,1170027,40657,1994117,80,118846.797
726100,1580942,13968,837677,465477,872828,35938,2046986,126,118856.797
409170,1497702,10235,305956,281245,835653,25550,1037300,118,118861.797
1314995,2920879,19353,558671,684804,1223822,31802,1072994,75,118866.797
495423,1715192,16352,822364,339484,1076230,41320,2058551,88,118871.797
951483,1483291,14064,750885,677219,1044226,38207,1955602,116,118871.797
1082022,2747753,19738,722495,977235,2345837,62970,2140475,111,118871.797
1240123,3683714,24079,1086361,959356,2138164,98659,4211144,139,118871.797
1501878,2881197,20711,893069,791129,1513463,47560,2053975,93,118886.797
820441,3193131,22330,819822,628845,1912906,51998,1993308,89,118886.797
1072319,1972826,15973,914667,594337,1125602,39447,2084130,89,118886.797
407465,810632,8884,546302,429126,732735,35252,2032419,118,118886.797
743694,1736050,17550,904701,556568,1267271,42425,1992028,91,118886.797
610230,1561689,15386,994988,439543,1012570,39048,2070510,91,118886.797
126552,95669,467,20476,34933,26387,473,19653,40,118896.797
1290912,2999521,19310,930950,644136,1365078,43162,1986132,92,118901.797
599923,1657274,17082,907681,331347,820104,38076,2027812,81,118901.797
945278,1733229,14557,587391,619963,929616,30505,1042849,88,118911.797
1040175,2388445,19113,881854,701501,1506398,46001,1987287,88,118916.797
543378,1738192,11511,453144,330922,935432,25676,1068880,95,118916.797
728231,1557200,17812,1010056,409893,850950,37031,2056214,81,118916.797
1091313,1744363,16091,774798,807592,1231919,41567,1952127,92,118921.797
773374,1876524,11967,545596,511520,1031339,25149,1069886,84,118926.797
689663,1648781,12583,673868,440784,942222,29845,1430575,84,118931.797
706678,1731259,14719,711357,406179,877453,35733,1998437,95,118936.797
1570486,2667683,17660,732371,934283,1695140,50299,1969833,101,118941.797
783795,2300639,17232,714776,580684,1490959,46310,2031007,92,118941.797
963241,2177424,22954,1141543,643751,1190733,42625,1963421,84,118956.797
1201110,2366741,13709,564035,539427,1047165,24728,1048288,76,118961.797
903783,1367776,10240,499498,440841,801236,22992,1044174,79,118961.797
1526359,3459372,21864,860131,779236,1754862,52358,2065880,94,118971.797
513530,1998629,17733,930061,343413,1024297,39323,2077914,74,118971.797
615233,1978411,15574,814814,455245,1253114,41221,2040175,93,118981.797
2157540,2753359,19283,781074,919018,1341092,49063,2076014,108,118981.797
1206864,2076645,14818,697707,701205,1460747,40886,1983045,105,118986.797
882047,2375490,21536,1026186,574860,1526515,48828,2024161,88,118991.797
1174006,1950783,12873,382500,562440,944447,29128,1005201,92,118991.797
1064397,1862232,18445,932165,515309,988804,39694,1908457,90,118996.797
692034,1997991,16245,833172,465483,1096791,40974,2108966,89,119001.797
580227,2169429,15137,790673,339622,1105671,38363,2025974,84,119006.797
1406009,2486452,25115,974805,664158,1285724,45808,1973409,80,119006.797
1013701,1349786,9360,378752,576851,730383,21658,1036059,89,119016.797
754229,1934469,12835,496247,518296,1085115,29260,1080646,86,119031.797
1809800,2652763,22372,1110868,749445,1357274,43936,1996589,87,119031.797
558407,1460866,14364,787581,360308,938641,38497,2114290,93,119031.797
304112,417986,1109,4355,98956,127717,1491,5544,52,119036.797
2421627,5227649,28470,1002830,2026728,5343926,102746,2220008,123,119041.797
990977,2633582,21070,956577,641699,1520323,48495,2079319,89,119056.797
173116,336701,1829,6962,61089,110021,1738,8929,51,119061.797
1460753,3216147,20017,950566,901306,1817123,45743,2030124,92,119071.797
117322,89918,457,14681,37275,29442,575,18615,44,119071.797
141425,55742,41,4355,38136,14931,-116,-505,39,119071.797
325347,574934,2722,12631,130497,208821,3438,16672,60,119081.797
1002540,2512880,18674,882369,753854,1674412,47423,2075361,93,119091.797
931520,2362563,19378,890978,578302,1305731,43295,2010179,83,119091.797
111134,128837,550,24745,33284,37143,461,26108,41,119096.797
901858,1964498,18433,923515,570381,1253546,46319,1954256,94,119106.797
2498322,3076993,20364,958381,1049739,1340890,43493,1877102,86,119106.797
841317,1384813,12554,572924,535229,793844,24284,1085112,76,119106.797
147095,323183,807,6348,85357,146292,1410,12918,66,119111.797
107396,50280,298,1138,30085,13851,89,1353,39,119111.797
142672,201136,658,3362,46599,63405,714,4734,47,119116.797
497721,1010364,4776,17568,275980,469957,8290,31640,74,119126.797
289404,899973,9045,463300,145374,393583,17941,963608,66,119126.797
562218,637603,2585,11115,264962,264029,3869,16417,70,119126.797
752643,1742324,20396,1003472,502250,1013010,40640,2020629,90,119131.797
729432,1683770,16398,778680,475770,1156269,42313,2065129,95,119131.797
686253,2335266,14424,567771,419023,1136456,26957,1072045,79,119136.797
1664408,3249266,18451,687411,792712,1585417,32882,1066231,81,119146.797
706672,1738116,12424,507020,357091,829815,24437,1069383,81,119156.797
778263,1781271,11500,676014,591000,1328718,41489,1989993,118,119156.797
822793,2874710,21086,935907,556536,1830034,49774,2039818,89,119156.797
3059653,2605050,27094,1163088,1574893,1221683,48529,2098319,79,119156.797
537537,1982665,15398,715666,422469,1277199,44295,2057232,105,119161.797
1816957,3745305,25757,1281155,1682001,4007508,91003,3844875,121,119161.797
637098,1518285,13601,688345,497207,1049534,38007,1978608,100,119176.797
1052851,1489399,12993,554697,619531,835960,27697,1085261,85,119176.797
493062,1499464,11301,490157,335819,847645,25517,1114225,87,119196.797
125605,193558,830,3777,45473,62077,951,4143,49,119201.797
440011,1381080,14313,748319,403145,883405,38260,1979528,95,119201.797
965519,2269357,17316,823721,627232,1338883,42095,2044722,86,119201.797
921051,1479437,12939,779550,587963,1078256,38329,2029986,90,119201.797
929311,1731532,11641,608180,492108,981423,26049,1125748,82,119206.797
112596,75768,243,13728,31654,21417,139,14121,39,119206.797
186329,148067,492,25413,51794,41131,633,24459,43,119211.797
534995,1311631,10145,444204,294333,613440,22630,1004905,81,119211.797
1172494,2599586,19833,1058660,899666,1981451,65388,3101181,111,119211.797
1251597,2494841,17092,821420,641230,1302839,40978,2044320,93,119216.797
488599,1704196,15257,714551,317128,950557,37772,2015492,98,119216.797
136945,130092,773,30275,46603,40587,1064,35170,46,119221.797
720134,1668944,15077,757790,547709,1037630,38865,2090514,96,119221.797
590018,1480285,17298,981593,399048,893777,37075,2024738,87,119226.797
1069871,2259011,15263,831097,563949,1359826,38659,1982676,93,119226.797
1157067,2375733,21577,1041785,665829,1318773,45382,2155468,83,119226.797
917523,2348144,13254,601376,573935,1132723,25212,1076830,78,119241.797
439849,1515557,14166,767488,338301,1092853,39797,2021203,91,119251.797
916722,1857241,10903,454684,590598,999384,30487,1406960,106,119251.797
1144735,3110766,16757,703330,787625,1972680,48075,2041021,98,119261.797
1200040,1844857,16302,911625,693871,1043494,38860,2052700,84,119261.797
216261,199540,898,3733,67450,61308,1030,4662,48,119266.797
631027,1854415,17599,904546,458624,1100769,43675,2077847,95,119266.797
700602,1304789,8914,470260,415844,692836,19838,995642,82,119271.797
784580,2139357,17190,691053,580121,1301063,42975,1942836,114,119276.797
1019398,2636709,15788,585762,638485,1742486,40521,1091674,94,119276.797
2013895,2037802,16716,882475,1059979,1234402,39484,1971830,90,119276.797
1155676,1693717,13382,667674,650370,1048394,26856,1064864,84,119281.797
846572,1512464,10829,469352,409784,694623,22162,1062032,78,119281.797
876284,2069859,16750,953685,441990,1128663,41351,2098204,88,119281.797
644448,2459506,21695,1024700,480711,1406685,43493,2126424,86,119281.797
883976,1660428,10170,399943,388561,825393,22685,1042976,106,119291.797
170652,431852,1507,6836,68142,166058,1845,10560,57,119296.797
882822,1711862,12087,596829,442332,913934,24451,1085175,85,119301.797
852741,2314347,16739,997107,1018241,2015182,63158,2772120,120,119316.797
1152794,1940467,13486,704789,916537,1496771,51876,2075649,121,119316.797
566693,1785894,10863,457741,344469,908538,23968,1036377,83,119321.797
686741,1038839,13378,638326,403611,457906,24829,1065447,75,119321.797
1112018,2054601,15062,604182,639367,1057030,30641,1261736,79,119321.797
437298,1710901,12513,545625,346163,1036959,41400,2130698,149,119331.797
679034,1554008,16036,888681,442179,975226,39701,2120193,84,119331.797
886698,1523277,12966,538524,522071,756080,25136,1027104,80,119331.797
751385,1978135,15419,855239,351138,903401,37022,2007390,82,119331.797
106263,154571,693,28508,39413,52301,499,35123,46,119336.797
489187,1312786,14031,765420,350999,778403,38152,2059062,95,119336.797
800266,2500778,17720,855776,891009,2234804,70148,3116010,173,119336.797
412847,2028776,16264,744391,223355,1059619,40695,2083937,73,119336.797
1187545,1823660,18611,991285,607771,1001124,40821,2006221,78,119336.797
122815,70412,266,12911,34787,20938,153,14862,40,119341.797
1192134,3485684,22731,885717,869222,2054846,49003,1948927,90,119341.797
1488853,3050915,25028,1170952,971236,1725293,48430,2071905,85,119356.797
606464,1510095,16773,835084,392193,939681,40604,2099149,88,119356.797
1077938,2943741,19864,869760,695566,1645721,45323,1927142,97,119356.797
894583,1987131,19587,1048421,534681,1180014,40849,2016566,85,119356.797
1421420,3161357,26958,1180322,1016570,2005635,54698,2130211,92,119361.797
800197,2101777,16355,810391,532835,1253010,38589,1962222,93,119361.797
109161,73467,634,14258,34861,22242,460,14584,42,119361.797
701489,2078313,16502,877835,399325,1217110,37128,1998584,88,119361.797
976368,2211795,20923,967141,550715,1202560,44188,2026787,89,119371.797
513200,1406558,10353,535717,312374,790982,22751,1038471,81,119386.797
895572,1544747,16078,931243,619187,1087740,38964,1964851,90,119386.797
1087401,3291977,22077,941466,579546,1686645,45565,2030582,90,119391.797
625020,1471259,10387,544051,406443,820712,22227,1059753,83,119396.797
491863,1474535,10231,429901,304880,746732,23185,1062820,83,119396.797
375738,262880,682,3892,127391,87925,1015,4920,53,119401.797
104319,125391,404,1964,33053,38299,187,2796,43,119411.797
560360,1736451,10272,409721,312929,834273,23501,1063163,81,119411.797
652005,2497101,19217,934902,543391,1595753,45395,2125979,94,119416.797
145218,106598,572,22108,39675,27312,218,21717,39,119416.797
1741527,4175329,37028,1682397,1422898,3112592,97815,3993352,102,119421.797
707583,1329591,15068,798193,440452,939220,43418,2091554,81,119421.797
949508,1857891,16374,904430,542190,1087786,39848,2126507,79,119426.797
853975,2009177,13737,605478,453164,952092,23397,1026317,81,119436.797
131032,75782,1158,1120,38613,21863,1057,968,41,119441.797
710596,1672220,18182,955109,503878,1005211,38732,2038222,87,119441.797
976880,2072752,17235,859480,780694,1455689,43878,2062520,94,119446.797
799714,1836805,13892,741281,496260,937575,38629,2000261,92,119446.797
617158,1977786,16989,772888,468234,1209756,43068,1952948,90,119451.797
993734,1654844,18409,1090019,689981,862122,38931,2351862,84,119451.797
624892,1638530,14596,729253,396335,1073331,38633,2077569,99,119456.797
523426,1306894,11668,460358,341260,734418,23231,1056621,77,119456.797
553249,1529940,13393,621848,318647,873893,39243,2084986,118,119461.797
519320,1651710,12693,502208,288516,786063,24768,1027254,77,119461.797
1081971,1843619,19378,938638,649988,1217649,42608,2066350,92,119461.797
1567630,2923433,22055,1012923,917478,1626855,48695,2095582,85,119471.797
463878,883600,3389,19577,231872,424670,5578,34293,73,119476.797
611818,1194890,9723,433831,384497,719782,23996,1024861,85,119476.797
398995,1549412,12501,600678,243514,710550,22056,1098840,74,119491.797
646226,2010862,17302,779489,381027,1082519,41405,2043371,92,119501.797
968842,2728661,17304,846322,528396,1666360,58312,3150454,106,119501.797
489606,1706516,12417,516401,327900,787707,22434,1040218,100,119506.797
1278894,2966738,23577,1023555,951780,1973861,51450,2077572,90,119506.797
1179256,2568575,19505,906453,875825,1890076,50293,2031259,102,119506.797
474514,1156226,12752,718793,321816,799375,37298,2085123,94,119521.797
1122254,2977409,19871,704341,876599,1893368,52083,2027075,97,119526.797
859767,2443824,16947,803525,498450,1331500,39447,1981035,80,119526.797
730788,1637083,11427,440216,497553,1035696,39255,2049914,152,119541.797
1482403,3214225,20552,574846,819066,1387737,32111,1047037,79,119541.797
883392,2055009,16268,721632,444014,1087994,37579,1531581,83,119546.797
1526025,2350606,13799,571003,708026,1105178,28894,1085727,84,119551.797
520165,1850207,12813,465324,364755,930893,32425,1524239,160,119561.797
766303,1816602,17110,835492,517134,1124004,39905,2081608,92,119561.797
387180,1524601,14143,754372,269226,915051,39253,2101565,99,119566.797
329862,1175653,13408,657608,249979,777629,38680,1991465,105,119571.797
642132,1728130,13715,594236,364131,806789,24233,1023936,70,119571.797
721130,2254713,18232,787726,453812,1258338,43418,2038501,96,119576.797
1006723,1416646,14027,755805,546299,826755,37762,2041349,93,119576.797
660543,2523294,22716,1088359,458376,1657323,66018,3532577,107,119581.797
986347,1942395,13910,627976,475567,1034450,28976,1275631,86,119601.797
466996,808007,2806,20724,248950,391702,5573,37753,73,119601.797
987841,2521678,19356,967484,519997,1365503,44369,2051869,90,119601.797
693224,2409108,22406,991536,512800,1262960,43883,2043790,93,119606.797
760069,3306395,23254,1103630,606905,1881862,47448,2142133,86,119606.797
790799,2402327,21431,1027764,597810,1458709,49802,2070331,89,119606.797
247665,279380,1021,4689,77853,82476,966,5068,49,119611.797
460372,1040773,8423,380123,344655,732070,22449,1049894,112,119616.797
960169,1894730,15494,922032,483327,1059910,38351,2087226,91,119616.797
1022244,2594416,19503,874445,608858,1445896,46544,2034246,95,119631.797
1032556,2020355,21604,1159836,558236,1120249,38935,1894470,81,119641.797
749257,1994694,13207,579617,435458,1184687,30615,1114772,83,119651.797
1081565,1898569,15230,790703,1214935,2334436,79212,3730735,139,119651.797
114376,58333,331,694,32321,16430,390,179,39,119656.797
1749262,2645504,17998,910062,816881,1390905,41091,1933915,92,119656.797
334157,1530477,12611,481481,191132,704640,23363,1007927,75,119661.797
1453950,692828,10574,654538,537421,306850,18393,1085875,73,119661.797
1757351,4542393,24468,806574,975195,2575473,59380,2062316,94,119666.797
516365,1501612,13195,752564,421456,1038974,32714,1629812,89,119671.797
835750,1553382,18434,1018140,563741,1028288,41398,2092294,93,119676.797
494128,1668228,11593,493443,278359,794530,23822,1092263,82,119681.797
125227,105670,290,20555,35573,30300,211,21685,40,119686.797
1067136,2574375,18239,726926,782203,1679558,51050,2098494,99,119691.797
1904480,4198612,22031,949979,1499720,3215788,80206,2017256,114,119691.797
1292418,2549932,18391,948582,788283,1643982,43107,2041713,87,119691.797
143789,218348,1155,3745,46343,67571,1195,4116,46,119696.797
787097,1831259,17544,803444,589052,1177463,40728,1963077,88,119696.797
1053421,1901590,12549,753441,528286,1022959,37829,2055857,102,119711.797
508914,1484067,12895,706656,393955,848151,32085,1797013,104,119721.797
627825,1935927,10850,449503,443564,1268737,27020,1076144,93,119721.797
